,ensembl_gene_id,symbol,description,go_terms,text_score,degree,betweenness,eigenvector,prop_score,final_score
6,ENSG00000106631,MYL7,myosin light chain 7 [Source:HGNC Symbol;Acc:HGNC:21719],"['A band', 'calcium ion binding', 'cardiac muscle tissue development', 'cytoplasm', 'cytosol', 'dendritic spine', 'heart contraction', 'metal ion binding', 'myofibril', 'myosin complex', 'protein binding']",4,0.875,0.013157899488631844,0.0,0.004642426930718083,4.448721376675034
5,ENSG00000114854,TNNC1,"troponin C1, slow skeletal and cardiac type [Source:HGNC Symbol;Acc:HGNC:11943]","['actin filament binding', 'calcium ion binding', 'calcium-dependent protein binding', 'cardiac Troponin complex', 'cardiac muscle cell contraction', 'cardiac muscle contraction', 'contractile muscle fiber', 'cytoskeletal protein binding', 'cytosol', 'diaphragm contraction', 'metal ion binding', 'muscle filament sliding', 'protein binding', 'protein homodimerization activity', 'regulation of muscle contraction', 'regulation of muscle filament sliding speed', 'response to metal ion', 'sarcomere', 'skeletal muscle contraction', 'transition between fast and slow fiber', 'troponin I binding', 'troponin T binding', 'troponin complex', 'ventricular cardiac muscle tissue morphogenesis']",4,0.7894736842105263,0.04027645854818486,0.0,0.006089285929832151,4.420964357309187
1,ENSG00000129170,CSRP3,cysteine and glycine rich protein 3 [Source:HGNC Symbol;Acc:HGNC:2472],"['T-tubule organization', 'Z disc', 'actin binding', 'actinin binding', 'cardiac muscle contraction', 'cardiac muscle hypertrophy', 'cardiac muscle tissue development', 'cardiac myofibril assembly', 'cell differentiation', 'cytoplasm', 'cytoskeleton', 'cytosol', 'detection of muscle stretch', 'establishment of protein localization to organelle', 'glucose homeostasis', 'heart development', 'identical protein binding', 'inflammatory response', 'insulin receptor signaling pathway', 'intracellular calcium ion homeostasis', 'metal ion binding', 'muscle cell cellular homeostasis', 'muscle organ development', 'muscle tissue development', 'nucleoplasm', 'nucleus', 'phospholipase C/protein kinase C signal transduction', 'positive regulation of actin filament severing', 'positive regulation of myoblast differentiation', 'positive regulation of transcription by RNA polymerase II', 'protein binding', 'regulation of protein localization to plasma membrane', 'regulation of the force of heart contraction', 'sarcomere', 'sarcomere organization', 'skeletal muscle tissue development', 'structural constituent of muscle', 'telethonin binding']",4,0.22807017543859648,0.04411564647691314,0.0,0.009835239037069773,4.145928149994825
0,ENSG00000143632,ACTA1,"actin alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]","['ADP binding', 'ATP binding', 'GO:0070062', 'actin cytoskeleton', 'actin filament', 'blood microparticle', 'cell body', 'cytoplasm', 'cytoskeleton', 'cytosol', 'extracellular space', 'filopodium', 'hydrolase activity', 'lamellipodium', 'mesenchyme migration', 'muscle contraction', 'myosin binding', 'nucleotide binding', 'positive regulation of gene expression', 'protein binding', 'sarcomere', 'skeletal muscle fiber development', 'skeletal muscle thin filament assembly', 'stress fiber', 'striated muscle thin filament', 'structural constituent of cytoskeleton']",3,0.847457627118644,0.09094130590581567,0.0,0.005596904853160856,3.474796371365391
6,ENSG00000159173,TNNI1,"troponin I1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11945]","['actin binding', 'cardiac muscle contraction', 'cytosol', 'protein binding', 'regulation of striated muscle contraction', 'skeletal muscle contraction', 'transition between fast and slow fiber', 'troponin complex', 'ventricular cardiac muscle tissue morphogenesis']",3,0.8596491228070176,0.015586429746792453,0.0,0.007945482355945676,3.4455632586328506
7,ENSG00000142168,SOD1,superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179],"['GO:0032287', 'GO:0042542', 'GO:0042554', 'GO:0070062', 'GO:0099610', 'anterograde axonal transport', 'antioxidant activity', 'apoptotic process', 'auditory receptor cell stereocilium organization', 'axon cytoplasm', 'cellular oxidant detoxification', 'cellular response to ATP', 'cellular response to cadmium ion', 'cellular response to oxidative stress', 'cellular response to potassium ion', 'copper ion binding', 'cytoplasm', 'cytoplasmic vesicle', 'cytosol', 'dendrite cytoplasm', 'dense core granule', 'determination of adult lifespan', 'ectopic germ cell programmed cell death', 'embryo implantation', 'enzyme binding', 'extracellular region', 'extracellular space', 'gene expression', 'glutathione metabolic process', 'heart contraction', 'hydrogen peroxide biosynthetic process', 'identical protein binding', 'intracellular iron ion homeostasis', 'locomotory behavior', 'lysosome', 'metal ion binding', 'mitochondrial intermembrane space', 'mitochondrial matrix', 'mitochondrion', 'muscle cell cellular homeostasis', 'myeloid cell homeostasis', 'negative regulation of apoptotic process', 'negative regulation of developmental process', 'negative regulation of inflammatory response', 'negative regulation of neuron apoptotic process', 'negative regulation of reproductive process', 'neurofilament cytoskeleton organization', 'neuronal action potential', 'neuronal cell body', 'nucleoplasm', 'nucleus', 'ovarian follicle development', 'oxidoreductase activity', 'peroxisome', 'placenta development', 'plasma membrane', 'positive regulation of MAPK cascade', 'positive regulation of apoptotic process', 'positive regulation of cytokine production', 'positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway', 'positive regulation of phagocytosis', 'positive regulation of superoxide anion generation', 'protein binding', 'protein homodimerization activity', 'protein phosphatase 2B binding', 'protein-containing complex', 'protein-folding chaperone binding', 'reactive oxygen species metabolic process', 'regulation of GTPase activity', 'regulation of T cell differentiation in thymus', 'regulation of blood pressure', 'regulation of mitochondrial membrane potential', 'regulation of multicellular organism growth', 'regulation of organ growth', 'relaxation of vascular associated smooth muscle', 'removal of superoxide radicals', 'response to amphetamine', 'response to antipsychotic drug', 'response to axon injury', 'response to carbon monoxide', 'response to copper ion', 'response to ethanol', 'response to heat', 'response to nutrient levels', 'response to oxidative stress', 'response to reactive oxygen species', 'response to superoxide', 'response to xenobiotic stimulus', 'retina homeostasis', 'retrograde axonal transport', 'secretory granule', 'sensory perception of sound', 'small GTPase binding', 'spermatogenesis', 'superoxide dismutase activity', 'superoxide metabolic process', 'thymus development', 'transmission of nerve impulse', 'zinc ion binding']",3,0.23728813559322035,0.06373039908983802,0.0,0.0,3.1505092673415294
5,ENSG00000087460,GNAS,GNAS complex locus [Source:HGNC Symbol;Acc:HGNC:4392],"['D1 dopamine receptor binding', 'G protein activity', 'G protein-coupled receptor signaling pathway', 'G-protein beta/gamma-subunit complex binding', 'GO:0010854', 'GO:0010856', 'GO:0016324', 'GO:0032588', 'GO:0070062', 'GO:0070527', 'GO:0120162', 'GTP binding', 'GTPase activity', 'activation of adenylate cyclase activity', 'adenylate cyclase-activating G protein-coupled receptor signaling pathway', 'adenylate cyclase-activating adrenergic receptor signaling pathway', 'adenylate cyclase-activating dopamine receptor signaling pathway', 'adenylate cyclase-activating serotonin receptor signaling pathway', 'beta-2 adrenergic receptor binding', 'bone development', 'cellular response to acidic pH', 'cellular response to catecholamine stimulus', 'cellular response to glucagon stimulus', 'cellular response to prostaglandin E stimulus', 'cognition', 'corticotropin-releasing hormone receptor 1 binding', 'cytoplasm', 'cytoplasmic vesicle', 'cytosol', 'developmental growth', 'extracellular region', 'female pregnancy', 'guanyl nucleotide binding', 'hair follicle placode formation', 'heterotrimeric G-protein complex', 'hydrolase activity', 'insulin-like growth factor receptor binding', 'intracellular transport', 'ionotropic glutamate receptor binding', 'membrane', 'metal ion binding', 'mu-type opioid receptor binding', 'negative regulation of inflammatory response to antigenic stimulus', 'negative regulation of multicellular organism growth', 'nucleotide binding', 'nucleus', 'perinuclear region of cytoplasm', 'plasma membrane', 'protein binding', 'protein secretion', 'regulation of insulin secretion', 'regulation of skeletal muscle contraction', 'renal water homeostasis', 'response to parathyroid hormone', 'response to prostaglandin E', 'sensory perception of chemical stimulus', 'sensory perception of smell', 'signal transduction', 'transport vesicle', 'vascular endothelial cell response to laminar fluid shear stress']",2,0.5517241379310345,0.5742359206969009,0.0,0.0,2.5629800293139677
3,ENSG00000080824,HSP90AA1,heat shock protein 90 alpha family class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253],"['ATP binding', 'ATP hydrolysis activity', 'ATP-dependent protein folding chaperone', 'CTP binding', 'GO:0009986', 'GO:0010592', 'GO:0010659', 'GO:0016323', 'GO:0016324', 'GO:0017098', 'GO:0032212', 'GO:0032564', 'GO:0032728', 'GO:0036126', 'GO:0042026', 'GO:0042307', 'GO:0042470', 'GO:0045793', 'GO:0070062', 'GO:0070182', 'GO:0099072', 'GO:0140662', 'GTP binding', 'GTPase binding', 'MHC class II protein complex binding', 'RNA binding', 'Rho GDP-dissociation inhibitor binding', 'TPR domain binding', 'UTP binding', 'activation of innate immune response', 'axonal growth cone', 'brush border membrane', 'cellular response to heat', 'cellular response to virus', 'chaperone-mediated autophagy', 'chaperone-mediated protein complex assembly', 'cytoplasm', 'cytosol', 'dendritic growth cone', 'disordered domain specific binding', 'endocytic vesicle lumen', 'enzyme-substrate adaptor activity', 'extracellular matrix', 'extracellular region', 'ficolin-1-rich granule lumen', 'histone deacetylase binding', 'hydrolase activity', 'identical protein binding', 'lysosomal lumen', 'mRNA binding', 'membrane', 'mitochondrial transport', 'mitochondrion', 'myelin sheath', 'neurofibrillary tangle assembly', 'neuron migration', 'neuronal cell body', 'nitric oxide metabolic process', 'nitric-oxide synthase regulator activity', 'nucleoplasm', 'nucleotide binding', 'nucleus', 'perinuclear region of cytoplasm', 'plasma membrane', 'positive regulation of cardiac muscle contraction', 'positive regulation of defense response to virus by host', 'positive regulation of nitric oxide biosynthetic process', 'positive regulation of protein catabolic process', 'positive regulation of protein polymerization', 'protein binding', 'protein folding', 'protein folding chaperone', 'protein folding chaperone complex', 'protein homodimerization activity', 'protein import into mitochondrial matrix', 'protein phosphatase binding', 'protein stabilization', 'protein tyrosine kinase binding', 'protein unfolding', 'protein-containing complex', 'regulation of apoptotic process', 'regulation of protein localization', 'regulation of protein ubiquitination', 'regulation of protein-containing complex assembly', 'response to antibiotic', 'response to cocaine', 'response to cold', 'response to estrogen', 'response to heat', 'response to salt stress', 'response to unfolded protein', 'response to xenobiotic stimulus', 'scaffold protein binding', 'secretory granule lumen', 'skeletal muscle contraction', 'sperm mitochondrial sheath', 'sperm plasma membrane', 'tau protein binding', 'telomerase holoenzyme complex assembly', 'telomere maintenance via telomerase', 'transmembrane transporter binding', 'ubiquitin protein ligase binding', 'unfolded protein binding']",2,0.9482758620689655,0.03493852851813427,0.0,0.0,2.49160719529355
7,ENSG00000101335,MYL9,myosin light chain 9 [Source:HGNC Symbol;Acc:HGNC:15754],"['GO:0070527', 'Z disc', 'calcium ion binding', 'cell cortex', 'cytoplasm', 'cytoskeleton', 'cytosol', 'metal ion binding', 'muscle myosin complex', 'myofibril', 'myofibril assembly', 'myosin II complex', 'myosin complex', 'myosin heavy chain binding', 'protein binding', 'regulation of muscle contraction', 'stress fiber', 'stress fiber assembly', 'structural constituent of cytoskeleton', 'structural constituent of muscle']",2,0.8035714285714285,0.008468080131133085,0.0,0.004614552072524838,2.4106343064238054
5,ENSG00000092841,MYL6,myosin light chain 6 [Source:HGNC Symbol;Acc:HGNC:7587],"['GO:0070062', 'brush border', 'calcium ion binding', 'cytoskeletal motor activity', 'cytosol', 'membrane', 'microfilament motor activity', 'muscle contraction', 'muscle filament sliding', 'myosin II complex', 'myosin complex', 'protein binding', 'skeletal muscle tissue development', 'structural constituent of muscle', 'unconventional myosin complex', 'vesicle']",2,0.7857142857142857,0.00772238657276245,0.0,0.004369088304653719,2.401087424448178
8,ENSG00000120937,NPPB,natriuretic peptide B [Source:HGNC Symbol;Acc:HGNC:7940],"['GO:0008613', 'blood vessel diameter maintenance', 'body fluid secretion', 'cGMP biosynthetic process', 'cGMP-mediated signaling', 'cardiac conduction system development', 'cell surface receptor signaling pathway', 'cytoplasm', 'extracellular region', 'extracellular space', 'guanylate cyclase activator activity', 'hormone activity', 'hormone receptor binding', 'negative regulation of angiogenesis', 'negative regulation of cell growth', 'negative regulation of systemic arterial blood pressure', 'neuropeptide signaling pathway', 'positive regulation of renal sodium excretion', 'positive regulation of urine volume', 'protein binding', 'protein folding', 'protein-containing complex', 'receptor guanylyl cyclase signaling pathway', 'regulation of blood pressure', 'regulation of vascular permeability', 'signaling receptor binding', 'system process', 'vasodilation']",2,0.537037037037037,0.07976856011447203,0.0,0.023082160849652637,2.3314849594254072
0,ENSG00000109846,CRYAB,crystallin alpha B [Source:HGNC Symbol;Acc:HGNC:2389],"['GO:0009986', 'GO:0042026', 'GO:0042542', 'GO:0070062', 'GO:0071480', 'I band', 'M band', 'Z disc', 'actin filament bundle', 'amyloid-beta binding', 'apoptotic process involved in morphogenesis', 'axon', 'camera-type eye development', 'cardiac myofibril', 'contractile muscle fiber', 'cytoplasm', 'cytoskeletal protein binding', 'cytosol', 'dendritic spine', 'extracellular region', 'glutathione metabolic process', 'identical protein binding', 'lens development in camera-type eye', 'lysosome', 'metal ion binding', 'microtubule binding', 'microtubule polymerization or depolymerization', 'mitochondrion', 'muscle contraction', 'muscle organ development', 'negative regulation of DNA-templated transcription', 'negative regulation of amyloid fibril formation', 'negative regulation of apoptotic process', 'negative regulation of cell growth', 'negative regulation of gene expression', 'negative regulation of intracellular transport', 'negative regulation of metabolic process', 'negative regulation of protein-containing complex assembly', 'negative regulation of reactive oxygen species metabolic process', 'nucleoplasm', 'nucleus', 'perikaryon', 'plasma membrane', 'protein binding', 'protein folding', 'protein homodimerization activity', 'protein stabilization', 'protein-containing complex', 'protein-containing complex binding', 'regulation of programmed cell death', 'response to estradiol', 'response to heat', 'response to hypoxia', 'stress-activated MAPK cascade', 'structural constituent of eye lens', 'structural molecule activity', 'synaptic membrane', 'tubulin complex assembly', 'unfolded protein binding']",2,0.3684210526315789,0.24384957592852322,0.0,0.007115560433763946,2.313250874713815
6,ENSG00000115641,FHL2,four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703],"['Z disc', 'atrial cardiac muscle cell development', 'bHLH transcription factor binding', 'cytoplasm', 'focal adhesion', 'heart trabecula formation', 'identical protein binding', 'metal ion binding', 'negative regulation of apoptotic process', 'negative regulation of calcineurin-NFAT signaling cascade', 'negative regulation of transcription by RNA polymerase II', 'nucleoplasm', 'nucleus', 'osteoblast differentiation', 'protein binding', 'regulation of transcription by RNA polymerase II', 'response to hormone', 'transcription corepressor activity', 'transcription factor binding', 'ventricular cardiac muscle cell development', 'zinc ion binding']",2,0.3333333333333333,0.15164227641007821,0.0,0.002462055657478632,2.2449498605291844
5,ENSG00000204628,RACK1,receptor for activated C kinase 1 [Source:HGNC Symbol;Acc:HGNC:4399],"['BH3 domain binding', 'GO:0008656', 'GO:0042169', 'GO:0070062', 'IRE1-RACK1-PP2A complex', 'RNA binding', 'RNA processing', 'apoptotic process', 'cadherin binding', 'cell body', 'cell projection', 'cellular response to glucose stimulus', 'cellular response to growth factor stimulus', 'cyclin binding', 'cytoplasm', 'cytoplasmic translation', 'cytosol', 'cytosolic small ribosomal subunit', 'dendrite', 'enzyme activator activity', 'enzyme binding', 'gastrulation', 'identical protein binding', 'ion channel inhibitor activity', 'membrane', 'midbody', 'mitochondrion', 'molecular adaptor activity', 'negative regulation of Wnt signaling pathway', 'negative regulation of cell growth', 'negative regulation of endoplasmic reticulum unfolded protein response', 'negative regulation of gene expression', 'negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide', 'negative regulation of phagocytosis', 'negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction', 'negative regulation of protein binding', 'negative regulation of smoothened signaling pathway', 'negative regulation of translation', 'negative regulation of translational frameshifting', 'neuron projection', 'neuronal cell body', 'nucleolus', 'nucleoplasm', 'nucleus', 'perikaryon', 'perinuclear region of cytoplasm', 'phagocytic cup', 'pigmentation', 'plasma membrane', 'positive regulation of GTPase activity', 'positive regulation of Golgi to plasma membrane protein transport', 'positive regulation of apoptotic process', 'positive regulation of cell migration', 'positive regulation of gastrulation', 'positive regulation of intrinsic apoptotic signaling pathway', 'positive regulation of mitochondrial depolarization', 'positive regulation of proteasomal ubiquitin-dependent protein catabolic process', 'positive regulation of protein phosphorylation', 'positive regulation of protein-containing complex assembly', 'protein binding', 'protein homodimerization activity', 'protein kinase C binding', 'protein phosphatase binding', 'protein serine/threonine kinase inhibitor activity', 'protein tyrosine kinase inhibitor activity', 'protein ubiquitination', 'receptor tyrosine kinase binding', 'regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway', 'regulation of cell cycle', 'regulation of cell division', 'regulation of establishment of cell polarity', 'regulation of protein localization', 'regulation of translation', 'rescue of stalled ribosome', 'rhythmic process', 'ribonucleoprotein complex', 'ribosome', 'ribosome binding', 'signaling adaptor activity', 'signaling receptor binding', 'small ribosomal subunit', 'translation', 'translation regulator activity']",2,0.39999999999999997,0.00036597862684819204,0.0,0.0,2.200182989313424
7,ENSG00000148677,ANKRD1,ankyrin repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:15819],"['DNA binding', 'GO:0070412', 'GO:0071560', 'I band', 'RNA polymerase II-specific DNA-binding transcription factor binding', 'cardiac muscle tissue morphogenesis', 'cellular response to hypoxia', 'cellular response to interleukin-1', 'cellular response to lipopolysaccharide', 'cellular response to mechanical stimulus', 'cellular response to tumor necrosis factor', 'cellular response to xenobiotic stimulus', 'cytoplasm', 'cytosol', 'fibrillar center', 'histone deacetylase binding', 'myofibril', 'negative regulation of DNA biosynthetic process', 'negative regulation of transcription by RNA polymerase II', 'nucleoplasm', 'nucleus', 'p53 binding', 'phospholipase C/protein kinase C signal transduction', 'positive regulation of DNA damage response, signal transduction by p53 class mediator', 'positive regulation of DNA-templated transcription', 'positive regulation of apoptotic process', 'positive regulation of neuron projection development', 'positive regulation of protein secretion', 'protein binding', 'protein-containing complex', 'regulation of transcription by RNA polymerase II', 'response to muscle stretch', 'sarcomere organization', 'skeletal muscle cell differentiation', 'titin binding', 'transcription coactivator activity', 'transcription coregulator activity', 'transcription corepressor activity', 'transcription regulator complex']",2,0.1864406779661017,7.571867672147594e-05,0.0,0.0022324416117275973,2.095490639933139
